FSCL_YR,MINE,DEPT_EN_DESC,RCPNT_CLS_EN_DESC,RCPNT_NML_EN_DESC,AGRG_PYMT_AMT
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Cattle & Co Investments Inc Edmonton Alta",183456
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Chilliwack Cattle Sales Ltd Chilliwack BC",117488
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","City Packers Feedlot 2003 Ltd Lethbridge Alta",257376
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Cloverleaf Cattle Co Ltd Elgin Man",156968
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Coldstream Ranch Ltd Coldstream BC",246624
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Conlin Farms Ltd Exeter Ont",164136
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Cor Van Raay Farms Ltd Iron Springs Alta",4536224
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Coutts Cattle Company Ltd Lethbridge Alta",105224
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","D & L Nieboer Farms Ltd Iron Springs Alta",124768
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dale Pallister Dundalk Ont",225848
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dargis Seed & Feed Ltd St Vincent Alta",153776
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dave Gardiner Farms Inc Kirkton Ont",129360
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dave Matthies Coaldale Alta",115248
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","David Carson Farms and Auctions Ltd Listowel Ont",126056
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","David Johnson Peebles Sask",124656
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Davies Livestock Co Ltd Medicine Hat Alta",110656
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","De Boer Farms Ltd Monarch Alta",800433
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Delft Blue Veal Inc Elora Ont",512848
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Deneiko Custom Feeding Ltd Young Sask",128912
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dennis Horne Olds Alta",484904
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Deseret Ranches of Alberta Ltd Raymond Alta",385504
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Diamond H Farms Ltd St Vincent Alta",126056
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dms Feedlot Ltd Vanderhoof BC",130928
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Donkersgoed Feeders Ltd Coaldale Alta",112896
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Douglas Lake Cattle Co Douglas Lake BC",304248
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Duban Farms Ltd Coalhurst Alta",426020
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Dumaresq Bros Ranch Ltd Consort Alta",121912
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Earl D Dunn Diamond City Alta",192192
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Ed Beattie & Son Ltd Stayner Ont",119728
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Eggert Farms Ltd Fort Macleod Alta",217392
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Elmer Herron Tara Ont",109200
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Erwin Schlenker Farms Ltd Medicine Hat Alta",232904
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","F Takeda & Sons Farm Ltd Coaldale Alta",181216
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Flinkert Farms Ltd Drayton Ont",141288
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","G Thompson Livestock Co Inc Iron Springs Alta",382984
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Garry D Kuhl Tara Ont",198968
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Glen Armitage Cattle Co Ltd Red Deer Alta",176904
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Grandview Cattle Feeders Ltd Picture Butte Alta",168392
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Groenenboom Farms Ltd Coalhurst Alta",482160
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Groenenboom Land and Cattle Co Ltd Kipp Alta",485688
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Guichon Veterninary Services Inc Okotoks Alta",234842
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Gus C A Valstar Rocky Mountain House Alta",169904
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","H & J Stock Farms Ltd Taber Alta",130536
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Haney Farms 1985 Ltd Picture Butte Alta",360248
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Henry Tebrinke Cawston BC",107520
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Hetherington Livestock Ltd Moose Jaw Sask",108864
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Highland Feeders Ltd Vegreville Alta",441336
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Highway 21 Feeders Ltd Acme Alta",578032
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Hiltona Holdings Ltd Strathmore Alta",338520
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Hodges Feedlot Ltd Beaverlodge Alta",170352
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Ian Marshall Bowden Alta",226520
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","James Groenenboom Coalhurst Alta",110376
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","James Martin Elkhorn Man",340872
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Jemstar Farms Ltd Hanover Ont",281064
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Jesco Farms Inc Coaldale Alta",107184
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Jim Gardner Cattle Ltd Merritt BC",243600
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","John Heins Farms Ltd Diamond City Alta",287840
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","John Maduro Princeton Ont",134568
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","John Schooten Monarch Alta",112280
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Joos Boone Picture Butte Alta",152040
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Juris Livestock Ltd Picture Butte Alta",292712
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Kasko Livestock Ltd Lethbridge Alta",192601
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Kee Jim Okotoks Alta",979732
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Keith L Kerr Atwood Ont",106232
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Kenneth Regehr Armstrong BC",105504
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Kenus Farms Ltd Leithbridge Alta",121016
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Kevin Schmidt Falun Alta",108808
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Legge Farms Ltd Chesley Ont",107744
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Lloyd Sproule Pincher Creek Alta",963928
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","M & L Nyal Farms Ltd Clyde Alta",111720
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","MS Maclean Livestock Co Ltd Picture Butte Alta",1000384
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Martin Van Nistelrooy Picture Butte Alta",105056
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Marvin Ltd Claresholm Alta",108360
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Mccargar's Feedlot Ltd Dauphin Man",101192
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Mcintyre Ranching Co Ltd Lethbridge Alta",212688
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Mehew Farms & Ranching Ltd Welling Alta",220360
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Mesabi Ranches Inc Nanton Alta",440272
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Michael D Schmidt Falun Alta",108808
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Missouri Coteau Cattle Co Ltd Crane Valley Sask",224056
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Murray Tolton Hanna Alta",279384
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Namaka Farms Inc Strathmore Alta",800408
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Nelson Family Ranches Ltd Lethbridge Alta",317296
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Nolan Cattle Co Ltd Picture Butte Alta",1253168
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Norman Anderson Souris Man",332640
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Oosterbroek Farms Ltd Lethbridge Alta",109256
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","P D Dale Enterprises Ltd Hanover Ont",824768
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Park Lake Feeders Ltd Picture Butte Alta",204792
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Paul Gusse Farms Ltd Wetaskiwin Alta",106512
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Paul Meunier & Sons Farms Ltd Barrhead Alta",202104
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Pelleboer Farms Ltd Picture Butte Alta",107688
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Peter Heins & Sons Ltd Diamond City Alta",373744
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Peter Zuidhof Lacombe Alta",237249
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Philip R Lynn Farms Inc Exeter Ont",309512
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Pilatus Farms Ltd Bentley Alta",101192
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Pine Haven Hutterian Brethren Wetaskiwin Alta",119168
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Plaine View Farms Lethbridge Alta",129584
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Poplar Lodge Ranch Ltd Czar Alta",107184
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Pound-Maker Agventures Ltd Lanigan Sask",828185
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Prescott Livestock Ltd Strathmore Alta",332416
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Primrose Livestock Ltd Lethbridge Alta",305536
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Puurveen Farms Ltd Lethbridge Alta",223720
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Quilchena Cattle Co Ltd Quilchena BC",116816
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Ralph Lynn Farms Inc Exeter Ont",309512
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Ray Grisnich Farms Ltd Picture Butte Alta",324352
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Rex Armitage Ranching Ltd Red Deer Alta",176904
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Ribstone Hutterian Brethren Church Edgerton Alta",156520
2003/2004,"AGRICULTURE AND AGRI-FOOD","AGRICULTURE AND AGRI-FOOD","Grants for the Transitional Industry Support Program","Rick Paskal Livestock Ltd Picture Butte Alta",1154608
